Product ID,Product,Product Name,Service Tier,Unit Price,Loan Term (Years),Profit
PRD-88,Credit Cards,Investments,Standard,15.5388,10,4.66164
PRD-89,Loans,Credit Cards,Premium,3.416633333333334,3,1.02499
PRD-90,Loans,Loans,VIP,7.8626,10,2.35878
PRD-91,Money Transfers,Loans,Standard,13.7991,10,4.13973
PRD-92,Loans,Loans,VIP,4.282366666666667,3,1.28471
PRD-93,Investments,Investments,Premium,3.683833333333334,3,1.10515
PRD-94,Loans,Credit Cards,Standard,4.312900000000001,3,1.29387
PRD-95,Money Transfers,Credit Cards,Standard,3.4814,3,1.04442
PRD-96,Investments,Loans,Standard,3.5682,3,1.07046
PRD-97,Investments,Credit Cards,Standard,10.94206666666667,10,3.28262
PRD-98,Credit Cards,Money Transfers,Premium,2.076266666666667,3,0.62288
PRD-99,Loans,Money Transfers,Standard,0.7745666666666666,1,0.23237
PRD-100,Money Transfers,Money Transfers,VIP,3.490466666666667,5,1.04714
PRD-101,Credit Cards,Money Transfers,Standard,3.909233333333334,3,1.17277
PRD-102,Credit Cards,Credit Cards,Premium,2.943066666666667,3,0.88292
PRD-103,Loans,Money Transfers,Standard,11.75236666666667,10,3.52571
PRD-104,Loans,Money Transfers,Premium,4.7227,3,1.41681
PRD-105,Money Transfers,Money Transfers,Premium,2.747866666666667,3,0.82436
PRD-106,Credit Cards,Money Transfers,VIP,3.231133333333333,3,0.96934
PRD-107,Money Transfers,Money Transfers,Standard,14.22216666666667,10,4.26665
PRD-108,Credit Cards,Investments,Standard,2.6864,3,0.80592
PRD-109,Credit Cards,Investments,Standard,3.718233333333334,5,1.11547
PRD-110,Credit Cards,Money Transfers,VIP,9.564166666666667,10,2.86925
PRD-111,Loans,Money Transfers,VIP,4.139433333333334,5,1.24183
PRD-112,Credit Cards,Credit Cards,Premium,15.96363333333333,10,4.78909
PRD-113,Credit Cards,Money Transfers,Premium,4.424366666666667,3,1.32731
PRD-114,Credit Cards,Loans,Premium,6.500366666666667,5,1.95011
PRD-115,Investments,Investments,VIP,15.38126666666667,10,4.61438
PRD-116,Loans,Money Transfers,VIP,1.470333333333333,1,0.4411
PRD-117,Investments,Investments,VIP,2.5597,3,0.76791
PRD-118,Loans,Money Transfers,Premium,15.59226666666667,10,4.67768
PRD-119,Money Transfers,Loans,VIP,1.206,1,0.3618
PRD-120,Investments,Money Transfers,Premium,14.74106666666667,10,4.42232
PRD-121,Money Transfers,Investments,Premium,1.562766666666667,1,0.46883
PRD-122,Credit Cards,Investments,Standard,2.954,3,0.8862
PRD-123,Money Transfers,Investments,Standard,3.8836,5,1.16508
PRD-124,Money Transfers,Credit Cards,Standard,0.8946000000000001,1,0.26838
PRD-125,Money Transfers,Investments,Premium,10.93773333333333,10,3.28132
PRD-126,Money Transfers,Money Transfers,Standard,4.454033333333333,3,1.33621
PRD-127,Loans,Loans,Standard,1.5274,1,0.45822
PRD-128,Investments,Loans,Standard,6.7362,10,2.02086
PRD-129,Loans,Money Transfers,VIP,11.77413333333333,10,3.53224
PRD-130,Loans,Credit Cards,Premium,10.84076666666667,10,3.25223
PRD-131,Loans,Money Transfers,Standard,0.8887666666666666,1,0.26663
PRD-132,Money Transfers,Investments,VIP,0.7865333333333334,1,0.23596
PRD-133,Loans,Credit Cards,VIP,1.004266666666667,1,0.30128
PRD-134,Investments,Money Transfers,VIP,8.047866666666666,5,2.41436
PRD-135,Loans,Credit Cards,Standard,0.9898666666666667,1,0.29696
PRD-136,Credit Cards,Loans,VIP,1.185466666666667,1,0.35564
PRD-137,Money Transfers,Money Transfers,Premium,1.3697,1,0.41091
PRD-138,Credit Cards,Money Transfers,VIP,5.151466666666667,5,1.54544
PRD-139,Investments,Loans,VIP,1.638433333333333,1,0.49153
PRD-140,Investments,Credit Cards,VIP,16.29113333333333,10,4.88734
PRD-141,Investments,Loans,VIP,0.9184333333333333,1,0.27553
PRD-142,Investments,Credit Cards,Premium,11.63916666666667,10,3.49175
PRD-143,Loans,Money Transfers,Standard,9.675433333333332,10,2.90263
PRD-144,Money Transfers,Credit Cards,Premium,9.515066666666668,10,2.85452
PRD-145,Investments,Credit Cards,Premium,3.517766666666667,5,1.05533
PRD-146,Credit Cards,Investments,Standard,6.381166666666667,5,1.91435
PRD-147,Investments,Investments,VIP,5.846733333333333,5,1.75402
PRD-148,Money Transfers,Investments,Standard,0.7181333333333333,1,0.21544
PRD-149,Credit Cards,Loans,Standard,9.453133333333334,10,2.83594
PRD-150,Credit Cards,Loans,Premium,7.874666666666667,5,2.3624
PRD-151,Credit Cards,Investments,Standard,4.531133333333334,5,1.35934
PRD-152,Loans,Money Transfers,VIP,0.8115666666666667,1,0.24347
PRD-153,Investments,Money Transfers,Premium,5.780600000000001,5,1.73418
PRD-154,Loans,Money Transfers,VIP,1.652333333333333,1,0.4957
PRD-155,Credit Cards,Loans,Premium,2.726166666666667,3,0.81785
PRD-156,Loans,Credit Cards,VIP,6.694,5,2.0082
PRD-157,Loans,Loans,Standard,4.284866666666667,3,1.28546
PRD-158,Loans,Investments,Standard,0.9043,1,0.27129
PRD-159,Investments,Credit Cards,Standard,13.94883333333333,10,4.18465
PRD-160,Credit Cards,Money Transfers,VIP,5.172233333333334,5,1.55167
PRD-161,Credit Cards,Loans,Premium,1.298966666666667,1,0.38969
PRD-162,Investments,Loans,Premium,13.00196666666667,10,3.90059
PRD-163,Loans,Investments,Premium,12.0244,10,3.60732
PRD-164,Loans,Money Transfers,Standard,2.270866666666667,3,0.68126
PRD-165,Money Transfers,Loans,VIP,1.501966666666667,1,0.45059
PRD-166,Money Transfers,Loans,Premium,9.874466666666669,10,2.96234
PRD-167,Money Transfers,Credit Cards,VIP,4.265933333333333,5,1.27978
PRD-168,Investments,Loans,Premium,3.5372,5,1.06116
PRD-169,Credit Cards,Credit Cards,Standard,3.772666666666666,3,1.1318
PRD-170,Money Transfers,Loans,VIP,13.4423,10,4.03269
PRD-171,Credit Cards,Money Transfers,Premium,0.6832666666666667,1,0.20498
PRD-172,Credit Cards,Investments,Premium,5.893800000000001,5,1.76814
PRD-173,Credit Cards,Money Transfers,Premium,8.931633333333334,10,2.67949
PRD-174,Investments,Investments,Premium,13.1184,10,3.93552
PRD-175,Investments,Loans,Standard,2.5231,3,0.75693
PRD-176,Investments,Money Transfers,Premium,6.788033333333334,5,2.03641
PRD-177,Investments,Credit Cards,Premium,5.267,5,1.5801
PRD-178,Money Transfers,Investments,Standard,1.6034,1,0.48102
PRD-179,Loans,Investments,Premium,4.020933333333334,5,1.20628
PRD-180,Loans,Loans,VIP,1.007733333333333,1,0.30232
PRD-181,Loans,Investments,VIP,3.9007,5,1.17021
PRD-182,Money Transfers,Investments,Premium,4.774066666666667,3,1.43222
PRD-183,Loans,Investments,Standard,7.720033333333333,5,2.31601
PRD-184,Money Transfers,Loans,Standard,0.9246000000000001,1,0.27738
PRD-185,Money Transfers,Money Transfers,Standard,1.326666666666667,1,0.398
PRD-186,Money Transfers,Loans,Premium,4.451666666666666,3,1.3355
PRD-187,Loans,Credit Cards,Premium,6.109333333333334,5,1.8328
PRD-188,Credit Cards,Investments,VIP,5.9816,5,1.79448
PRD-189,Loans,Investments,Standard,2.725566666666667,3,0.81767
PRD-190,Loans,Money Transfers,Premium,3.798833333333334,5,1.13965
PRD-191,Investments,Investments,Premium,7.8194,5,2.34582
PRD-192,Money Transfers,Money Transfers,Premium,1.5671,1,0.47013
PRD-193,Credit Cards,Investments,Standard,6.498833333333334,5,1.94965
PRD-194,Investments,Investments,Standard,5.028466666666667,5,1.50854
PRD-195,Credit Cards,Loans,VIP,3.047633333333334,3,0.91429
PRD-196,Credit Cards,Loans,Standard,4.177866666666667,3,1.25336
PRD-197,Money Transfers,Credit Cards,Premium,15.63776666666667,10,4.69133
PRD-198,Loans,Money Transfers,VIP,1.553766666666667,1,0.46613
PRD-199,Money Transfers,Credit Cards,Standard,7.2327,5,2.16981
PRD-200,Money Transfers,Loans,Standard,6.5435,5,1.96305
PRD-201,Investments,Money Transfers,Standard,7.508066666666666,10,2.25242
PRD-202,Money Transfers,Loans,Standard,4.141466666666667,5,1.24244
PRD-203,Loans,Money Transfers,Premium,1.565233333333333,1,0.46957
PRD-204,Credit Cards,Investments,Standard,12.73096666666667,10,3.81929
PRD-205,Money Transfers,Credit Cards,Premium,0.6758666666666667,1,0.20276
PRD-206,Credit Cards,Credit Cards,Premium,7.681366666666666,10,2.30441
PRD-207,Money Transfers,Money Transfers,Premium,13.3017,10,3.99051
PRD-208,Credit Cards,Credit Cards,VIP,2.0152,3,0.60456
PRD-209,Money Transfers,Loans,Premium,0.8274666666666667,1,0.24824
PRD-210,Investments,Credit Cards,Standard,6.077,5,1.8231
PRD-211,Credit Cards,Money Transfers,VIP,6.792800000000001,5,2.03784
PRD-212,Money Transfers,Credit Cards,Standard,1.318633333333333,1,0.39559
PRD-213,Money Transfers,Credit Cards,Premium,4.454666666666667,5,1.3364
PRD-214,Investments,Loans,Standard,6.894233333333334,5,2.06827
PRD-215,Investments,Investments,VIP,0.9039000000000001,1,0.27117
PRD-216,Investments,Loans,VIP,9.920666666666667,10,2.9762
PRD-217,Credit Cards,Credit Cards,Standard,1.413166666666667,1,0.42395
PRD-218,Credit Cards,Credit Cards,Standard,13.163,10,3.9489
PRD-219,Investments,Investments,Standard,7.579466666666667,5,2.27384
PRD-220,Loans,Investments,VIP,6.6214,5,1.98642
PRD-221,Loans,Loans,Premium,6.174866666666667,5,1.85246
PRD-222,Money Transfers,Investments,Standard,2.281033333333333,3,0.68431
PRD-223,Loans,Loans,Premium,10.34383333333333,10,3.10315
PRD-224,Money Transfers,Money Transfers,VIP,2.7956,3,0.83868
PRD-225,Credit Cards,Credit Cards,Standard,2.731966666666667,3,0.81959
PRD-226,Credit Cards,Investments,Standard,1.639666666666667,1,0.4919
PRD-227,Loans,Money Transfers,VIP,3.1793,3,0.95379
PRD-228,Credit Cards,Money Transfers,Standard,1.5587,1,0.46761
PRD-229,Investments,Loans,Premium,1.2978,1,0.38934
PRD-230,Investments,Loans,VIP,4.384433333333334,3,1.31533
PRD-231,Loans,Investments,VIP,11.69303333333333,10,3.50791
PRD-232,Loans,Loans,Standard,12.4357,10,3.73071
PRD-233,Money Transfers,Money Transfers,VIP,11.59183333333333,10,3.47755
PRD-234,Credit Cards,Money Transfers,Standard,8.6191,10,2.58573
PRD-235,Money Transfers,Credit Cards,Standard,13.8912,10,4.16736
PRD-236,Money Transfers,Money Transfers,VIP,2.842333333333333,3,0.8527
PRD-237,Investments,Investments,Standard,2.072933333333333,3,0.62188
PRD-238,Investments,Credit Cards,Premium,6.560700000000001,5,1.96821
PRD-239,Investments,Loans,Premium,8.437766666666667,10,2.53133
PRD-240,Investments,Credit Cards,Standard,4.821366666666667,3,1.44641
PRD-241,Money Transfers,Money Transfers,Premium,8.102966666666667,5,2.43089
PRD-242,Investments,Investments,Standard,15.8153,10,4.74459
PRD-243,Credit Cards,Loans,Premium,1.036833333333333,1,0.31105
PRD-244,Investments,Loans,VIP,3.4106,5,1.02318
PRD-245,Investments,Money Transfers,Standard,4.784966666666667,3,1.43549
PRD-246,Investments,Investments,Standard,1.094866666666667,1,0.32846
PRD-247,Loans,Money Transfers,Standard,1.633333333333333,1,0.49
PRD-248,Credit Cards,Money Transfers,Standard,1.6303,1,0.48909
PRD-249,Credit Cards,Investments,Standard,7.598366666666667,5,2.27951
PRD-250,Money Transfers,Money Transfers,Standard,2.883333333333333,3,0.865
PRD-251,Money Transfers,Investments,VIP,1.051766666666667,1,0.31553
PRD-252,Investments,Investments,VIP,15.17803333333334,10,4.55341
PRD-253,Loans,Money Transfers,Premium,0.9836,1,0.29508
PRD-254,Money Transfers,Money Transfers,Standard,0.8361666666666667,1,0.25085
PRD-255,Money Transfers,Credit Cards,Premium,6.117333333333334,5,1.8352
PRD-256,Investments,Loans,Premium,8.014100000000001,5,2.40423
PRD-257,Investments,Loans,VIP,4.0881,3,1.22643
PRD-258,Money Transfers,Investments,Premium,12.36726666666667,10,3.71018
PRD-259,Money Transfers,Credit Cards,VIP,3.8192,5,1.14576
PRD-260,Credit Cards,Investments,Premium,1.281666666666667,1,0.3845
PRD-261,Loans,Credit Cards,Standard,4.970166666666667,3,1.49105
PRD-262,Credit Cards,Investments,Premium,0.8067666666666666,1,0.24203
PRD-263,Money Transfers,Loans,VIP,1.185,1,0.3555
PRD-264,Credit Cards,Credit Cards,VIP,7.720199999999999,5,2.31606
PRD-265,Credit Cards,Money Transfers,VIP,4.222300000000001,3,1.26669
PRD-266,Money Transfers,Money Transfers,Premium,13.63683333333333,10,4.09105
PRD-267,Investments,Loans,Premium,13.6915,10,4.10745
PRD-268,Money Transfers,Credit Cards,VIP,5.1308,5,1.53924
PRD-269,Investments,Money Transfers,Standard,4.8013,5,1.44039
PRD-270,Money Transfers,Money Transfers,Standard,4.428100000000001,3,1.32843
PRD-271,Money Transfers,Money Transfers,Premium,14.7678,10,4.43034
PRD-272,Money Transfers,Loans,Premium,15.3374,10,4.60122
PRD-273,Loans,Investments,VIP,15.79906666666667,10,4.73972
PRD-274,Investments,Money Transfers,Premium,1.178,1,0.3534
PRD-275,Loans,Money Transfers,Premium,11.68183333333333,10,3.50455
PRD-276,Money Transfers,Investments,VIP,1.464966666666667,1,0.43949
PRD-277,Credit Cards,Money Transfers,VIP,3.9499,3,1.18497
PRD-278,Loans,Credit Cards,Premium,1.368633333333333,1,0.41059
PRD-279,Investments,Money Transfers,Standard,4.387366666666667,3,1.31621
PRD-280,Money Transfers,Investments,Premium,15.56673333333333,10,4.67002
PRD-281,Loans,Loans,Standard,10.04663333333333,10,3.01399
PRD-282,Credit Cards,Loans,Standard,3.126733333333333,3,0.93802
PRD-283,Loans,Credit Cards,Standard,3.803233333333333,5,1.14097
PRD-284,Investments,Money Transfers,VIP,3.734833333333333,3,1.12045
PRD-285,Loans,Money Transfers,VIP,3.513033333333333,5,1.05391
PRD-286,Credit Cards,Investments,VIP,1.132266666666667,1,0.33968
PRD-287,Credit Cards,Investments,Premium,1.2093,1,0.36279
PRD-288,Investments,Credit Cards,VIP,0.9532,1,0.28596
PRD-289,Credit Cards,Credit Cards,VIP,12.575,10,3.7725
PRD-290,Money Transfers,Money Transfers,Premium,0.6971666666666667,1,0.20915
PRD-291,Credit Cards,Money Transfers,Premium,3.520066666666667,5,1.05602
PRD-292,Money Transfers,Credit Cards,Standard,1.489266666666667,1,0.44678
PRD-293,Loans,Loans,Premium,3.080566666666667,3,0.92417
PRD-294,Money Transfers,Loans,Premium,2.381166666666667,3,0.71435
PRD-295,Money Transfers,Loans,VIP,11.8891,10,3.56673
PRD-296,Loans,Loans,Standard,4.309966666666667,3,1.29299
PRD-297,Credit Cards,Credit Cards,Standard,4.412433333333333,5,1.32373
PRD-298,Money Transfers,Investments,Premium,1.289566666666667,1,0.38687
PRD-299,Credit Cards,Loans,VIP,7.520133333333334,10,2.25604
PRD-300,Loans,Credit Cards,VIP,0.7183333333333334,1,0.2155
PRD-301,Investments,Loans,VIP,1.198033333333334,1,0.35941
PRD-302,Credit Cards,Money Transfers,VIP,6.0365,5,1.81095
PRD-303,Credit Cards,Loans,Premium,3.9123,3,1.17369
PRD-304,Investments,Credit Cards,VIP,4.178266666666667,3,1.25348
PRD-305,Investments,Money Transfers,Standard,1.642533333333333,1,0.49276
PRD-306,Loans,Money Transfers,Standard,11.82966666666667,10,3.5489
PRD-307,Credit Cards,Loans,Premium,2.968866666666667,3,0.89066
PRD-308,Credit Cards,Loans,VIP,14.61853333333333,10,4.38556
PRD-309,Loans,Money Transfers,VIP,2.8125,3,0.84375
PRD-310,Credit Cards,Investments,VIP,11.05636666666667,10,3.31691
PRD-311,Money Transfers,Credit Cards,VIP,3.7256,5,1.11768
PRD-312,Money Transfers,Credit Cards,Premium,6.920166666666667,10,2.07605
PRD-313,Money Transfers,Credit Cards,VIP,8.146566666666669,5,2.44397
PRD-314,Credit Cards,Credit Cards,Premium,7.513233333333333,5,2.25397
PRD-315,Money Transfers,Credit Cards,VIP,13.6264,10,4.08792
PRD-316,Money Transfers,Money Transfers,VIP,5.3781,5,1.61343
PRD-317,Loans,Credit Cards,Standard,0.8399666666666666,1,0.25199
PRD-318,Loans,Investments,Premium,4.115533333333333,5,1.23466
PRD-319,Investments,Investments,Standard,2.750733333333333,3,0.82522
PRD-320,Investments,Loans,Premium,12.15893333333333,10,3.64768
PRD-321,Investments,Loans,VIP,1.381266666666667,1,0.41438
PRD-322,Investments,Loans,VIP,13.26863333333333,10,3.98059
PRD-323,Loans,Loans,Premium,2.8398,3,0.85194
PRD-324,Loans,Money Transfers,Standard,4.8646,3,1.45938
PRD-325,Loans,Investments,Premium,4.2137,3,1.26411
PRD-326,Money Transfers,Money Transfers,Premium,6.1051,5,1.83153
PRD-327,Money Transfers,Investments,VIP,6.391933333333334,5,1.91758
PRD-328,Investments,Money Transfers,Standard,10.86266666666667,10,3.2588
PRD-329,Money Transfers,Investments,Premium,9.143966666666666,10,2.74319
PRD-330,Credit Cards,Loans,Standard,1.022633333333334,1,0.30679
PRD-331,Loans,Investments,Standard,1.4245,1,0.42735
PRD-332,Investments,Loans,Premium,6.8106,10,2.04318
PRD-333,Investments,Investments,Standard,3.9137,5,1.17411
PRD-334,Credit Cards,Money Transfers,VIP,2.138,3,0.6414
PRD-335,Money Transfers,Credit Cards,VIP,7.073966666666666,10,2.12219
PRD-336,Investments,Investments,VIP,1.522133333333333,1,0.45664
PRD-337,Money Transfers,Money Transfers,VIP,6.851633333333333,5,2.05549
PRD-338,Money Transfers,Credit Cards,Standard,11.4084,10,3.42252
PRD-339,Credit Cards,Money Transfers,VIP,7.645,10,2.2935
PRD-340,Investments,Credit Cards,Premium,5.7914,5,1.73742
PRD-341,Money Transfers,Loans,VIP,11.4014,10,3.42042
PRD-342,Money Transfers,Investments,Premium,4.199333333333334,5,1.2598
PRD-343,Credit Cards,Money Transfers,Premium,3.301566666666667,3,0.99047
PRD-344,Credit Cards,Investments,VIP,5.325866666666667,5,1.59776
PRD-345,Money Transfers,Loans,VIP,6.4126,5,1.92378
PRD-346,Credit Cards,Loans,Standard,6.5088,5,1.95264
PRD-347,Money Transfers,Investments,Premium,7.1197,10,2.13591
PRD-348,Investments,Money Transfers,VIP,10.4128,10,3.12384
PRD-349,Loans,Money Transfers,Standard,6.462633333333334,5,1.93879
PRD-350,Credit Cards,Money Transfers,VIP,11.69803333333333,10,3.50941
PRD-351,Loans,Investments,VIP,1.523166666666667,1,0.45695
PRD-352,Money Transfers,Money Transfers,VIP,1.325366666666667,1,0.39761
PRD-353,Money Transfers,Money Transfers,Premium,8.296,10,2.4888
PRD-354,Money Transfers,Credit Cards,VIP,7.372366666666667,10,2.21171
PRD-355,Loans,Money Transfers,Standard,6.545433333333333,5,1.96363
PRD-356,Money Transfers,Loans,VIP,2.079533333333333,3,0.62386
PRD-357,Credit Cards,Money Transfers,VIP,12.52443333333333,10,3.75733
PRD-358,Investments,Investments,Standard,1.6069,1,0.48207
PRD-359,Investments,Investments,Standard,6.2107,5,1.86321
PRD-360,Credit Cards,Money Transfers,Premium,10.54836666666667,10,3.16451
PRD-361,Investments,Investments,Premium,1.309966666666667,1,0.39299
PRD-362,Loans,Investments,Premium,1.124933333333333,1,0.33748
PRD-363,Money Transfers,Money Transfers,Premium,3.636866666666667,3,1.09106
PRD-364,Money Transfers,Credit Cards,Standard,8.040666666666667,5,2.4122
PRD-365,Money Transfers,Credit Cards,VIP,5.263833333333333,5,1.57915
PRD-366,Loans,Credit Cards,VIP,4.883566666666667,3,1.46507
PRD-367,Loans,Credit Cards,VIP,4.716066666666666,3,1.41482
PRD-368,Loans,Loans,Premium,4.3123,5,1.29369
PRD-369,Credit Cards,Money Transfers,Standard,3.680133333333333,5,1.10404
PRD-370,Loans,Investments,Standard,7.674433333333334,10,2.30233
PRD-371,Investments,Investments,Standard,6.848900000000001,10,2.05467
PRD-372,Credit Cards,Money Transfers,VIP,2.283333333333334,3,0.685
PRD-373,Credit Cards,Investments,Premium,13.49673333333333,10,4.04902
PRD-374,Credit Cards,Loans,Standard,0.7378666666666667,1,0.22136
PRD-375,Loans,Credit Cards,Premium,9.856433333333333,10,2.95693
PRD-376,Credit Cards,Money Transfers,Standard,15.11543333333333,10,4.53463
PRD-377,Loans,Investments,Premium,0.6899333333333334,1,0.20698
PRD-378,Loans,Loans,Standard,4.4434,3,1.33302
PRD-379,Credit Cards,Investments,Premium,0.9485333333333333,1,0.28456
PRD-380,Money Transfers,Loans,Standard,7.848300000000001,10,2.35449
PRD-381,Money Transfers,Investments,Standard,4.0902,3,1.22706
PRD-382,Credit Cards,Credit Cards,Premium,12.9561,10,3.88683
PRD-383,Money Transfers,Money Transfers,Premium,1.544133333333333,1,0.46324
PRD-384,Investments,Credit Cards,VIP,1.401733333333333,1,0.42052
PRD-385,Investments,Credit Cards,Premium,14.70146666666667,10,4.41044
PRD-386,Loans,Investments,Standard,4.7435,5,1.42305
PRD-387,Money Transfers,Credit Cards,Standard,4.220533333333333,5,1.26616
PRD-388,Investments,Money Transfers,Premium,1.417266666666667,1,0.42518
PRD-389,Credit Cards,Loans,VIP,1.4735,1,0.44205
PRD-390,Money Transfers,Loans,Premium,8.285866666666667,5,2.48576
PRD-391,Investments,Investments,Standard,5.396433333333333,5,1.61893
PRD-392,Investments,Money Transfers,Standard,10.38683333333333,10,3.11605
PRD-393,Credit Cards,Money Transfers,VIP,14.4308,10,4.32924
PRD-394,Loans,Loans,Premium,5.037366666666666,5,1.51121
PRD-395,Credit Cards,Loans,Standard,15.97423333333333,10,4.79227
